protein_id,model,unique_id,pre_gap_filter_count,post_gap_filter_count,seen_count,not_seen_count,file_path,S3
NP_001009955.1,EVE,NP_001009955.1_EVE_snv_gf_29195,2849,2399,152,2247,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001009955.1_EVE_snv_gf_29195.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001009955.1_EVE_snv_gf_29195.csv
NP_958850.1,EVE,NP_958850.1_EVE_snv_gf_29197,5290,4983,387,4596,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_958850.1_EVE_snv_gf_29197.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_958850.1_EVE_snv_gf_29197.csv
NP_001124000.1,EVE,NP_001124000.1_EVE_snv_gf_29205,10574,8197,563,7634,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001124000.1_EVE_snv_gf_29205.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001124000.1_EVE_snv_gf_29205.csv
NP_659457.2,EVE,NP_659457.2_EVE_snv_gf_29209,3984,3678,326,3352,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_659457.2_EVE_snv_gf_29209.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_659457.2_EVE_snv_gf_29209.csv
NP_110436.1,EVE,NP_110436.1_EVE_snv_gf_29211,4400,3093,182,2911,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_110436.1_EVE_snv_gf_29211.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_110436.1_EVE_snv_gf_29211.csv
NP_003300.1,EVE,NP_003300.1_EVE_snv_gf_29213,3464,1795,119,1676,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003300.1_EVE_snv_gf_29213.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003300.1_EVE_snv_gf_29213.csv
NP_001534.1,EVE,NP_001534.1_EVE_snv_gf_29219,6966,6448,460,5988,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001534.1_EVE_snv_gf_29219.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001534.1_EVE_snv_gf_29219.csv
NP_115972.2,EVE,NP_115972.2_EVE_snv_gf_29221,11225,9985,818,9167,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_115972.2_EVE_snv_gf_29221.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_115972.2_EVE_snv_gf_29221.csv
NP_775756.3,EVE,NP_775756.3_EVE_snv_gf_29228,8337,8029,684,7345,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_775756.3_EVE_snv_gf_29228.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_775756.3_EVE_snv_gf_29228.csv
NP_733745.1,EVE,NP_733745.1_EVE_snv_gf_29230,7031,5481,420,5061,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_733745.1_EVE_snv_gf_29230.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_733745.1_EVE_snv_gf_29230.csv
NP_061947.1,EVE,NP_061947.1_EVE_snv_gf_29237,5434,3556,212,3344,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_061947.1_EVE_snv_gf_29237.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_061947.1_EVE_snv_gf_29237.csv
NP_004985.2,EVE,NP_004985.2_EVE_snv_gf_29241,5602,3520,333,3187,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004985.2_EVE_snv_gf_29241.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004985.2_EVE_snv_gf_29241.csv
NP_079492.2,EVE,NP_079492.2_EVE_snv_gf_29243,3399,1683,196,1487,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_079492.2_EVE_snv_gf_29243.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_079492.2_EVE_snv_gf_29243.csv
NP_001756.2,EVE,NP_001756.2_EVE_snv_gf_29245,2668,2122,195,1927,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001756.2_EVE_snv_gf_29245.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001756.2_EVE_snv_gf_29245.csv
NP_000832.1,EVE,NP_000832.1_EVE_snv_gf_29247,7361,6173,467,5706,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000832.1_EVE_snv_gf_29247.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000832.1_EVE_snv_gf_29247.csv
NP_000514.2,EVE,NP_000514.2_EVE_snv_gf_29250,2766,1788,149,1639,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000514.2_EVE_snv_gf_29250.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000514.2_EVE_snv_gf_29250.csv
NP_057225.2,EVE,NP_057225.2_EVE_snv_gf_29258,4189,3271,222,3049,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057225.2_EVE_snv_gf_29258.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057225.2_EVE_snv_gf_29258.csv
NP_002153.2,EVE,NP_002153.2_EVE_snv_gf_29264,4416,3729,319,3410,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002153.2_EVE_snv_gf_29264.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002153.2_EVE_snv_gf_29264.csv
NP_001029195.1,EVE,NP_001029195.1_EVE_snv_gf_29266,3712,3027,211,2816,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001029195.1_EVE_snv_gf_29266.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001029195.1_EVE_snv_gf_29266.csv
NP_001138775.2,EVE,NP_001138775.2_EVE_snv_gf_29268,5845,5005,406,4599,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001138775.2_EVE_snv_gf_29268.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001138775.2_EVE_snv_gf_29268.csv
NP_001548.1,EVE,NP_001548.1_EVE_snv_gf_29270,2981,2404,184,2220,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001548.1_EVE_snv_gf_29270.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001548.1_EVE_snv_gf_29270.csv
NP_001784.2,EVE,NP_001784.2_EVE_snv_gf_29274,6517,4509,392,4117,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001784.2_EVE_snv_gf_29274.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001784.2_EVE_snv_gf_29274.csv
NP_057195.2,EVE,NP_057195.2_EVE_snv_gf_29281,6885,6021,593,5428,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057195.2_EVE_snv_gf_29281.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057195.2_EVE_snv_gf_29281.csv
NP_005303.2,EVE,NP_005303.2_EVE_snv_gf_29287,8699,6249,343,5906,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005303.2_EVE_snv_gf_29287.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005303.2_EVE_snv_gf_29287.csv
NP_056153.2,EVE,NP_056153.2_EVE_snv_gf_29291,12549,11799,885,10914,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056153.2_EVE_snv_gf_29291.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056153.2_EVE_snv_gf_29291.csv
NP_060753.1,EVE,NP_060753.1_EVE_snv_gf_29297,1258,900,87,813,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060753.1_EVE_snv_gf_29297.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060753.1_EVE_snv_gf_29297.csv
NP_000154.1,EVE,NP_000154.1_EVE_snv_gf_29301,5004,2726,257,2469,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000154.1_EVE_snv_gf_29301.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000154.1_EVE_snv_gf_29301.csv
NP_001189333.2,EVE,NP_001189333.2_EVE_snv_gf_29316,3779,2586,222,2364,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001189333.2_EVE_snv_gf_29316.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001189333.2_EVE_snv_gf_29316.csv
NP_065708.2,EVE,NP_065708.2_EVE_snv_gf_29325,5242,2833,183,2650,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065708.2_EVE_snv_gf_29325.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065708.2_EVE_snv_gf_29325.csv
NP_056502.1,EVE,NP_056502.1_EVE_snv_gf_29327,9776,7401,495,6906,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056502.1_EVE_snv_gf_29327.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056502.1_EVE_snv_gf_29327.csv
NP_056371.1,EVE,NP_056371.1_EVE_snv_gf_29331,14972,10565,729,9836,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056371.1_EVE_snv_gf_29331.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056371.1_EVE_snv_gf_29331.csv
NP_009168.4,EVE,NP_009168.4_EVE_snv_gf_29337,6815,3974,300,3674,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_009168.4_EVE_snv_gf_29337.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_009168.4_EVE_snv_gf_29337.csv
NP_000227.2,EVE,NP_000227.2_EVE_snv_gf_29339,4008,2259,243,2016,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000227.2_EVE_snv_gf_29339.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000227.2_EVE_snv_gf_29339.csv
NP_065394.1,EVE,NP_065394.1_EVE_snv_gf_29345,4699,3422,249,3173,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065394.1_EVE_snv_gf_29345.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_065394.1_EVE_snv_gf_29345.csv
NP_444504.1,EVE,NP_444504.1_EVE_snv_gf_29349,4712,4350,282,4068,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_444504.1_EVE_snv_gf_29349.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_444504.1_EVE_snv_gf_29349.csv
NP_443173.2,EVE,NP_443173.2_EVE_snv_gf_29355,5005,3775,308,3467,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_443173.2_EVE_snv_gf_29355.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_443173.2_EVE_snv_gf_29355.csv
NP_057026.3,EVE,NP_057026.3_EVE_snv_gf_29358,3370,2521,180,2341,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057026.3_EVE_snv_gf_29358.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_057026.3_EVE_snv_gf_29358.csv
NP_055414.2,EVE,NP_055414.2_EVE_snv_gf_29365,4885,2578,104,2474,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055414.2_EVE_snv_gf_29365.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_055414.2_EVE_snv_gf_29365.csv
NP_734465.2,EVE,NP_734465.2_EVE_snv_gf_29369,7591,6899,606,6293,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_734465.2_EVE_snv_gf_29369.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_734465.2_EVE_snv_gf_29369.csv
NP_778226.1,EVE,NP_778226.1_EVE_snv_gf_29373,3543,2765,214,2551,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_778226.1_EVE_snv_gf_29373.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_778226.1_EVE_snv_gf_29373.csv
NP_004152.1,EVE,NP_004152.1_EVE_snv_gf_29381,1621,1334,42,1292,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004152.1_EVE_snv_gf_29381.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_004152.1_EVE_snv_gf_29381.csv
NP_001162625.1,EVE,NP_001162625.1_EVE_snv_gf_29390,1664,1406,58,1348,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001162625.1_EVE_snv_gf_29390.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001162625.1_EVE_snv_gf_29390.csv
NP_653319.1,EVE,NP_653319.1_EVE_snv_gf_29416,6956,6302,501,5801,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_653319.1_EVE_snv_gf_29416.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_653319.1_EVE_snv_gf_29416.csv
NP_001284478.1,EVE,NP_001284478.1_EVE_snv_gf_29422,8928,6585,266,6319,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001284478.1_EVE_snv_gf_29422.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001284478.1_EVE_snv_gf_29422.csv
NP_005393.2,EVE,NP_005393.2_EVE_snv_gf_29425,1617,1308,29,1279,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005393.2_EVE_snv_gf_29425.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005393.2_EVE_snv_gf_29425.csv
NP_001634.1,EVE,NP_001634.1_EVE_snv_gf_29440,785,722,52,670,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001634.1_EVE_snv_gf_29440.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001634.1_EVE_snv_gf_29440.csv
NP_037458.3,EVE,NP_037458.3_EVE_snv_gf_29450,5219,4645,348,4297,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_037458.3_EVE_snv_gf_29450.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_037458.3_EVE_snv_gf_29450.csv
NP_001847.3,EVE,NP_001847.3_EVE_snv_gf_29456,12511,8583,741,7842,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001847.3_EVE_snv_gf_29456.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001847.3_EVE_snv_gf_29456.csv
NP_056349.1,EVE,NP_056349.1_EVE_snv_gf_29460,7267,6883,441,6442,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056349.1_EVE_snv_gf_29460.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_056349.1_EVE_snv_gf_29460.csv
NP_689610.2,EVE,NP_689610.2_EVE_snv_gf_29466,1631,1049,112,937,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_689610.2_EVE_snv_gf_29466.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_689610.2_EVE_snv_gf_29466.csv
NP_054767.3,EVE,NP_054767.3_EVE_snv_gf_29468,8484,5525,412,5113,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_054767.3_EVE_snv_gf_29468.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_054767.3_EVE_snv_gf_29468.csv
NP_995322.1,EVE,NP_995322.1_EVE_snv_gf_29472,4067,3577,257,3320,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_995322.1_EVE_snv_gf_29472.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_995322.1_EVE_snv_gf_29472.csv
NP_002223.3,EVE,NP_002223.3_EVE_snv_gf_29478,4652,3091,155,2936,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002223.3_EVE_snv_gf_29478.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002223.3_EVE_snv_gf_29478.csv
NP_001024.1,EVE,NP_001024.1_EVE_snv_gf_29482,6214,4173,183,3990,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001024.1_EVE_snv_gf_29482.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001024.1_EVE_snv_gf_29482.csv
NP_059977.1,EVE,NP_059977.1_EVE_snv_gf_29490,4383,3020,186,2834,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_059977.1_EVE_snv_gf_29490.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_059977.1_EVE_snv_gf_29490.csv
NP_001123214.1,EVE,NP_001123214.1_EVE_snv_gf_29492,2844,2119,200,1919,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001123214.1_EVE_snv_gf_29492.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001123214.1_EVE_snv_gf_29492.csv
NP_001955.1,EVE,NP_001955.1_EVE_snv_gf_29494,4498,2517,140,2377,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001955.1_EVE_snv_gf_29494.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001955.1_EVE_snv_gf_29494.csv
NP_001122087.1,EVE,NP_001122087.1_EVE_snv_gf_29500,4561,3563,213,3350,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001122087.1_EVE_snv_gf_29500.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001122087.1_EVE_snv_gf_29500.csv
NP_009103.2,EVE,NP_009103.2_EVE_snv_gf_29507,3701,3468,302,3166,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_009103.2_EVE_snv_gf_29507.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_009103.2_EVE_snv_gf_29507.csv
NP_060124.2,EVE,NP_060124.2_EVE_snv_gf_29510,12446,10750,715,10035,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060124.2_EVE_snv_gf_29510.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060124.2_EVE_snv_gf_29510.csv
NP_001032382.1,EVE,NP_001032382.1_EVE_snv_gf_29512,1774,1018,76,942,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001032382.1_EVE_snv_gf_29512.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001032382.1_EVE_snv_gf_29512.csv
NP_776161.3,EVE,NP_776161.3_EVE_snv_gf_29516,7904,6662,638,6024,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_776161.3_EVE_snv_gf_29516.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_776161.3_EVE_snv_gf_29516.csv
NP_003784.2,EVE,NP_003784.2_EVE_snv_gf_29518,3875,2327,190,2137,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003784.2_EVE_snv_gf_29518.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003784.2_EVE_snv_gf_29518.csv
NP_000009.1,EVE,NP_000009.1_EVE_snv_gf_29530,5229,2884,289,2595,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000009.1_EVE_snv_gf_29530.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000009.1_EVE_snv_gf_29530.csv
NP_002622.2,EVE,NP_002622.2_EVE_snv_gf_29534,3784,2226,170,2056,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002622.2_EVE_snv_gf_29534.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002622.2_EVE_snv_gf_29534.csv
NP_001189472.1,EVE,NP_001189472.1_EVE_snv_gf_29538,12287,8037,518,7519,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001189472.1_EVE_snv_gf_29538.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001189472.1_EVE_snv_gf_29538.csv
NP_058633.2,EVE,NP_058633.2_EVE_snv_gf_29542,11385,10565,499,10066,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_058633.2_EVE_snv_gf_29542.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_058633.2_EVE_snv_gf_29542.csv
NP_002796.4,EVE,NP_002796.4_EVE_snv_gf_29546,3249,2086,66,2020,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002796.4_EVE_snv_gf_29546.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002796.4_EVE_snv_gf_29546.csv
NP_060166.2,EVE,NP_060166.2_EVE_snv_gf_29559,9276,5173,412,4761,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060166.2_EVE_snv_gf_29559.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060166.2_EVE_snv_gf_29559.csv
NP_005623.1,EVE,NP_005623.1_EVE_snv_gf_29561,8730,5889,604,5285,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005623.1_EVE_snv_gf_29561.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_005623.1_EVE_snv_gf_29561.csv
NP_000108.1,EVE,NP_000108.1_EVE_snv_gf_29563,2127,1864,130,1734,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000108.1_EVE_snv_gf_29563.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_000108.1_EVE_snv_gf_29563.csv
NP_061874.3,EVE,NP_061874.3_EVE_snv_gf_29565,13446,6106,408,5698,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_061874.3_EVE_snv_gf_29565.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_061874.3_EVE_snv_gf_29565.csv
NP_001041659.1,EVE,NP_001041659.1_EVE_snv_gf_29567,3646,2355,136,2219,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001041659.1_EVE_snv_gf_29567.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001041659.1_EVE_snv_gf_29567.csv
NP_002865.1,EVE,NP_002865.1_EVE_snv_gf_29573,3179,2530,127,2403,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002865.1_EVE_snv_gf_29573.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002865.1_EVE_snv_gf_29573.csv
NP_008972.2,EVE,NP_008972.2_EVE_snv_gf_29575,4062,2651,184,2467,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_008972.2_EVE_snv_gf_29575.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_008972.2_EVE_snv_gf_29575.csv
NP_001121689.1,EVE,NP_001121689.1_EVE_snv_gf_29585,4083,3342,234,3108,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001121689.1_EVE_snv_gf_29585.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_001121689.1_EVE_snv_gf_29585.csv
NP_919224.1,EVE,NP_919224.1_EVE_snv_gf_29590,15817,13553,1267,12286,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_919224.1_EVE_snv_gf_29590.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_919224.1_EVE_snv_gf_29590.csv
NP_543146.2,EVE,NP_543146.2_EVE_snv_gf_29592,10960,10960,867,10093,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_543146.2_EVE_snv_gf_29592.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_543146.2_EVE_snv_gf_29592.csv
NP_002244.1,EVE,NP_002244.1_EVE_snv_gf_29596,10840,9178,670,8508,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002244.1_EVE_snv_gf_29596.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_002244.1_EVE_snv_gf_29596.csv
NP_003681.1,EVE,NP_003681.1_EVE_snv_gf_29607,2503,2216,100,2116,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003681.1_EVE_snv_gf_29607.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003681.1_EVE_snv_gf_29607.csv
NP_060275.2,EVE,NP_060275.2_EVE_snv_gf_29611,7908,6114,469,5645,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060275.2_EVE_snv_gf_29611.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_060275.2_EVE_snv_gf_29611.csv
NP_003275.1,EVE,NP_003275.1_EVE_snv_gf_29618,498,488,39,449,/n/groups/marks/projects/Poly/data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003275.1_EVE_snv_gf_29618.csv,data/model_score_files/popEVE_snv_gap_filter_training_files_20240427/NP_003275.1_EVE_snv_gf_29618.csv
